"id","slug","nom_domaine","categorie","resume_eleve","description_complete","pourquoi_c_est_important","profil_eleve_adapte","matieres_utiles","competences_techniques","competences_personnelles","outils_technologies","metiers_associes","parcours_apprentissage","ecoles_formations_maroc","certifications_recommandees","demande_mondiale","demande_maroc","niveau_difficulte","potentiel_futur","impact_ia","opportunite_freelance_1_5","opportunite_remote_1_5","score_math_1_5","score_creativite_1_5","score_communication_1_5","score_resolution_probleme_1_5","salaire_maroc_junior_min_mad","salaire_maroc_junior_max_mad","salaire_maroc_senior_min_mad","salaire_maroc_senior_max_mad","note_salaire","avantages","difficultes_possibles","conseils_pour_commencer","projets_pratiques","mots_cles_recherche","ordre_affichage","statut"
"188","javascript-typescript","JavaScript / TypeScript","Langages & Paradigmes","Découvre JavaScript / TypeScript : une spécialité du numérique pour comprendre, explorer, comparer et construire ton parcours.","Ce domaine consiste à maîtrise des langages de programmation et des méthodes de conception logicielle. Il permet à l’élève de relier ses centres d’intérêt avec des métiers numériques concrets.","Important car la demande est très haute au Maroc et très haute à l’international, avec un impact de l’IA jugé moyen.","Aime coder | Aime comprendre les concepts | Est patient | Aime résoudre des problèmes abstraits","Informatique | Mathématiques | Anglais technique | Projet pratique","Algorithmique | Structures de données | Programmation orientée objet | Tests | Git | Architecture logicielle","Curiosité | Autonomie | Organisation | Communication | Esprit critique | Apprentissage continu","VS Code | Git | Java | Python | C++ | Docker","Développeur logiciel | Software Engineer | Développeur back-end | Architecte logiciel | Formateur programmation","Apprendre un langage principal | Comprendre POO et structures de données | Résoudre des exercices | Créer un projet complet | Apprendre les bonnes pratiques","FST/EST Informatique | ENSA/ENSIAS/INPT | BTS DSI | Formations programmation","Certification débutant liée au domaine | Cours en ligne avec projet pratique | Portfolio personnel | Participation à hackathon/club informatique","Très haute","Très haute","Moyen à avancé","Excellent","Moyen","4","5","3","3","3","5","7000","14000","16500","33000","Estimation pédagogique mensuelle en MAD, à vérifier et mettre à jour selon la ville, l’expérience, l’entreprise et l’année.","Bonnes perspectives d’apprentissage | Possibilité de créer des projets concrets | Compétences utiles dans plusieurs secteurs | Compatible avec le travail à distance | Possibilité de freelance","Nécessite une pratique régulière | Demande une veille technologique | Peut devenir difficile sans projets réels","Commence par les bases, réalise un petit projet lié à JavaScript / TypeScript, puis documente ton travail dans un portfolio.","Créer une fiche de veille | Réaliser un mini-projet appliqué | Présenter le domaine à ses camarades | Comparer 3 métiers associés","JavaScript / TypeScript | Langages & Paradigmes | Algorithmique | Structures de données | Programmation orientée objet | Tests | Git | Développeur logiciel | Software Engineer | Développeur back-end","188","Publié"
"189","java-enterprise-android","Java (Enterprise & Android)","Langages & Paradigmes","Découvre Java (Enterprise & Android) : une spécialité du numérique pour comprendre, explorer, comparer et construire ton parcours.","Ce domaine consiste à maîtrise des langages de programmation et des méthodes de conception logicielle. Il permet à l’élève de relier ses centres d’intérêt avec des métiers numériques concrets.","Important car la demande est haute au Maroc et très haute à l’international, avec un impact de l’IA jugé moyen.","Aime coder | Aime comprendre les concepts | Est patient | Aime résoudre des problèmes abstraits","Informatique | Mathématiques | Anglais technique | Projet pratique","Algorithmique | Structures de données | Programmation orientée objet | Tests | Git | Architecture logicielle","Curiosité | Autonomie | Organisation | Communication | Esprit critique | Apprentissage continu","VS Code | Git | Java | Python | C++ | Docker | Flutter | React Native","Développeur mobile | Mobile App Developer | Développeur cross-platform","Apprendre un langage principal | Comprendre POO et structures de données | Résoudre des exercices | Créer un projet complet | Apprendre les bonnes pratiques","FST/EST Informatique | ENSA/ENSIAS/INPT | BTS DSI | Formations programmation","Certification débutant liée au domaine | Cours en ligne avec projet pratique | Portfolio personnel | Participation à hackathon/club informatique","Très haute","Haute","Moyen à avancé","Très fort","Moyen","4","5","3","3","3","5","7000","14000","16500","33000","Estimation pédagogique mensuelle en MAD, à vérifier et mettre à jour selon la ville, l’expérience, l’entreprise et l’année.","Bonnes perspectives d’apprentissage | Possibilité de créer des projets concrets | Compétences utiles dans plusieurs secteurs | Compatible avec le travail à distance | Possibilité de freelance","Nécessite une pratique régulière | Demande une veille technologique | Peut devenir difficile sans projets réels","Commence par les bases, réalise un petit projet lié à Java (Enterprise & Android), puis documente ton travail dans un portfolio.","Créer une fiche de veille | Réaliser un mini-projet appliqué | Présenter le domaine à ses camarades | Comparer 3 métiers associés","Java (Enterprise & Android) | Langages & Paradigmes | Algorithmique | Structures de données | Programmation orientée objet | Tests | Git | Développeur mobile | Mobile App Developer | Développeur cross-platform","189","Publié"
"190","c-c-embarque-systeme","C / C++ (Embarqué & Système)","Langages & Paradigmes","Découvre C / C++ (Embarqué & Système) : une spécialité du numérique pour comprendre, explorer, comparer et construire ton parcours.","Ce domaine consiste à maîtrise des langages de programmation et des méthodes de conception logicielle. Il permet à l’élève de relier ses centres d’intérêt avec des métiers numériques concrets.","Important car la demande est haute au Maroc et haute à l’international, avec un impact de l’IA jugé moyen.","Aime coder | Aime comprendre les concepts | Est patient | Aime résoudre des problèmes abstraits","Informatique | Mathématiques | Anglais technique | Projet pratique","Algorithmique | Structures de données | Programmation orientée objet | Tests | Git | Architecture logicielle | Capteurs | Systèmes embarqués","Curiosité | Autonomie | Organisation | Communication | Esprit critique | Apprentissage continu","VS Code | Git | Java | Python | C++ | Docker | Arduino | Raspberry Pi","Ingénieur IoT | Développeur embarqué | Ingénieur robotique","Apprendre un langage principal | Comprendre POO et structures de données | Résoudre des exercices | Créer un projet complet | Apprendre les bonnes pratiques","FST/EST Informatique | ENSA/ENSIAS/INPT | BTS DSI | Formations programmation","Certification débutant liée au domaine | Cours en ligne avec projet pratique | Portfolio personnel | Participation à hackathon/club informatique","Haute","Haute","Moyen à avancé","Très fort","Moyen","4","5","3","3","3","5","6500","13000","15000","30000","Estimation pédagogique mensuelle en MAD, à vérifier et mettre à jour selon la ville, l’expérience, l’entreprise et l’année.","Bonnes perspectives d’apprentissage | Possibilité de créer des projets concrets | Compétences utiles dans plusieurs secteurs | Compatible avec le travail à distance | Possibilité de freelance","Nécessite une pratique régulière | Demande une veille technologique | Peut devenir difficile sans projets réels","Commence par les bases, réalise un petit projet lié à C / C++ (Embarqué & Système), puis documente ton travail dans un portfolio.","Créer une fiche de veille | Réaliser un mini-projet appliqué | Présenter le domaine à ses camarades | Comparer 3 métiers associés","C / C++ (Embarqué & Système) | Langages & Paradigmes | Algorithmique | Structures de données | Programmation orientée objet | Tests | Git | Ingénieur IoT | Développeur embarqué | Ingénieur robotique","190","Publié"
"191","php-web-backend","PHP (Web Backend)","Langages & Paradigmes","Découvre PHP (Web Backend) : une spécialité du numérique pour comprendre, explorer, comparer et construire ton parcours.","Ce domaine consiste à maîtrise des langages de programmation et des méthodes de conception logicielle. Il permet à l’élève de relier ses centres d’intérêt avec des métiers numériques concrets.","Important car la demande est très haute au Maroc et haute à l’international, avec un impact de l’IA jugé moyen.","Aime coder | Aime comprendre les concepts | Est patient | Aime résoudre des problèmes abstraits","Informatique | Mathématiques | Anglais technique | Projet pratique","Algorithmique | Structures de données | Programmation orientée objet | Tests | Git | Architecture logicielle | API REST | Sécurité backend","Curiosité | Autonomie | Organisation | Communication | Esprit critique | Apprentissage continu","VS Code | Git | Java | Python | C++ | Docker | Laravel | Node.js","Développeur back-end | API Developer | Software Engineer","Apprendre un langage principal | Comprendre POO et structures de données | Résoudre des exercices | Créer un projet complet | Apprendre les bonnes pratiques","FST/EST Informatique | ENSA/ENSIAS/INPT | BTS DSI | Formations programmation","Certification débutant liée au domaine | Cours en ligne avec projet pratique | Portfolio personnel | Participation à hackathon/club informatique","Haute","Très haute","Moyen à avancé","Très fort","Moyen","4","5","3","3","3","5","7000","14000","16500","33000","Estimation pédagogique mensuelle en MAD, à vérifier et mettre à jour selon la ville, l’expérience, l’entreprise et l’année.","Bonnes perspectives d’apprentissage | Possibilité de créer des projets concrets | Compétences utiles dans plusieurs secteurs | Compatible avec le travail à distance | Possibilité de freelance","Nécessite une pratique régulière | Demande une veille technologique | Peut devenir difficile sans projets réels","Commence par les bases, réalise un petit projet lié à PHP (Web Backend), puis documente ton travail dans un portfolio.","Créer une fiche de veille | Réaliser un mini-projet appliqué | Présenter le domaine à ses camarades | Comparer 3 métiers associés","PHP (Web Backend) | Langages & Paradigmes | Algorithmique | Structures de données | Programmation orientée objet | Tests | Git | Développeur back-end | API Developer | Software Engineer","191","Publié"
"192","rust-securite-performance","Rust (Sécurité & Performance)","Langages & Paradigmes","Découvre Rust (Sécurité & Performance) : une spécialité du numérique pour comprendre, explorer, comparer et construire ton parcours.","Ce domaine consiste à maîtrise des langages de programmation et des méthodes de conception logicielle. Il permet à l’élève de relier ses centres d’intérêt avec des métiers numériques concrets.","Important car la demande est moyenne au Maroc et haute à l’international, avec un impact de l’IA jugé moyen.","Aime coder | Aime comprendre les concepts | Est patient | Aime résoudre des problèmes abstraits","Informatique | Mathématiques | Anglais technique | Projet pratique","Algorithmique | Structures de données | Programmation orientée objet | Tests | Git | Architecture logicielle | Sécurité réseau | Analyse de vulnérabilités","Curiosité | Autonomie | Organisation | Communication | Esprit critique | Apprentissage continu","VS Code | Git | Java | Python | C++ | Docker | Nmap | Burp Suite","Analyste SOC | Pentester | Consultant cybersécurité","Apprendre un langage principal | Comprendre POO et structures de données | Résoudre des exercices | Créer un projet complet | Apprendre les bonnes pratiques","FST/EST Informatique | ENSA/ENSIAS/INPT | BTS DSI | Formations programmation","Certification débutant liée au domaine | Cours en ligne avec projet pratique | Portfolio personnel | Participation à hackathon/club informatique","Haute","Moyenne","Moyen à avancé","Fort","Moyen","4","5","3","3","3","5","6500","13000","15000","30000","Estimation pédagogique mensuelle en MAD, à vérifier et mettre à jour selon la ville, l’expérience, l’entreprise et l’année.","Bonnes perspectives d’apprentissage | Possibilité de créer des projets concrets | Compétences utiles dans plusieurs secteurs | Compatible avec le travail à distance | Possibilité de freelance","Nécessite une pratique régulière | Demande une veille technologique | Peut devenir difficile sans projets réels","Commence par les bases, réalise un petit projet lié à Rust (Sécurité & Performance), puis documente ton travail dans un portfolio.","Créer une fiche de veille | Réaliser un mini-projet appliqué | Présenter le domaine à ses camarades | Comparer 3 métiers associés","Rust (Sécurité & Performance) | Langages & Paradigmes | Algorithmique | Structures de données | Programmation orientée objet | Tests | Git | Analyste SOC | Pentester | Consultant cybersécurité","192","Publié"
"193","go-golang-cloud-microservices","Go (Golang) (Cloud & Microservices)","Langages & Paradigmes","Découvre Go (Golang) (Cloud & Microservices) : une spécialité du numérique pour comprendre, explorer, comparer et construire ton parcours.","Ce domaine consiste à maîtrise des langages de programmation et des méthodes de conception logicielle. Il permet à l’élève de relier ses centres d’intérêt avec des métiers numériques concrets.","Important car la demande est moyenne au Maroc et haute à l’international, avec un impact de l’IA jugé moyen.","Aime coder | Aime comprendre les concepts | Est patient | Aime résoudre des problèmes abstraits","Informatique | Mathématiques | Anglais technique | Projet pratique","Algorithmique | Structures de données | Programmation orientée objet | Tests | Git | Architecture logicielle | CI/CD | Infrastructure as Code","Curiosité | Autonomie | Organisation | Communication | Esprit critique | Apprentissage continu","VS Code | Git | Java | Python | C++ | Docker | Kubernetes | Terraform","Cloud Engineer | DevOps Engineer | SRE","Apprendre un langage principal | Comprendre POO et structures de données | Résoudre des exercices | Créer un projet complet | Apprendre les bonnes pratiques","FST/EST Informatique | ENSA/ENSIAS/INPT | BTS DSI | Formations programmation","Certification débutant liée au domaine | Cours en ligne avec projet pratique | Portfolio personnel | Participation à hackathon/club informatique","Haute","Moyenne","Moyen à avancé","Fort","Moyen","4","5","3","3","3","5","6500","13000","15000","30000","Estimation pédagogique mensuelle en MAD, à vérifier et mettre à jour selon la ville, l’expérience, l’entreprise et l’année.","Bonnes perspectives d’apprentissage | Possibilité de créer des projets concrets | Compétences utiles dans plusieurs secteurs | Compatible avec le travail à distance | Possibilité de freelance","Nécessite une pratique régulière | Demande une veille technologique | Peut devenir difficile sans projets réels","Commence par les bases, réalise un petit projet lié à Go (Golang) (Cloud & Microservices), puis documente ton travail dans un portfolio.","Créer une fiche de veille | Réaliser un mini-projet appliqué | Présenter le domaine à ses camarades | Comparer 3 métiers associés","Go (Golang) (Cloud & Microservices) | Langages & Paradigmes | Algorithmique | Structures de données | Programmation orientée objet | Tests | Git | Cloud Engineer | DevOps Engineer | SRE","193","Publié"
"194","r-statistiques-data-science","R (Statistiques & Data Science)","Langages & Paradigmes","Découvre R (Statistiques & Data Science) : une spécialité du numérique pour comprendre, explorer, comparer et construire ton parcours.","Ce domaine consiste à maîtrise des langages de programmation et des méthodes de conception logicielle. Il permet à l’élève de relier ses centres d’intérêt avec des métiers numériques concrets.","Important car la demande est moyenne au Maroc et moyenne à l’international, avec un impact de l’IA jugé très fort.","Aime coder | Aime comprendre les concepts | Est patient | Aime résoudre des problèmes abstraits","Informatique | Mathématiques | Anglais technique | Projet pratique","Algorithmique | Structures de données | Programmation orientée objet | Tests | Git | Architecture logicielle","Curiosité | Autonomie | Organisation | Communication | Esprit critique | Apprentissage continu","VS Code | Git | Java | Python | C++ | Docker","Développeur logiciel | Software Engineer | Développeur back-end | Architecte logiciel | Formateur programmation","Apprendre un langage principal | Comprendre POO et structures de données | Résoudre des exercices | Créer un projet complet | Apprendre les bonnes pratiques","FST/EST Informatique | ENSA/ENSIAS/INPT | BTS DSI | Formations programmation","Certification débutant liée au domaine | Cours en ligne avec projet pratique | Portfolio personnel | Participation à hackathon/club informatique","Moyenne","Moyenne","Moyen à avancé","Fort","Très fort","4","5","3","3","3","5","6000","12000","14000","28000","Estimation pédagogique mensuelle en MAD, à vérifier et mettre à jour selon la ville, l’expérience, l’entreprise et l’année.","Bonnes perspectives d’apprentissage | Possibilité de créer des projets concrets | Compétences utiles dans plusieurs secteurs | Compatible avec le travail à distance | Possibilité de freelance","Nécessite une pratique régulière | Demande une veille technologique | Peut devenir difficile sans projets réels","Commence par les bases, réalise un petit projet lié à R (Statistiques & Data Science), puis documente ton travail dans un portfolio.","Créer une fiche de veille | Réaliser un mini-projet appliqué | Présenter le domaine à ses camarades | Comparer 3 métiers associés","R (Statistiques & Data Science) | Langages & Paradigmes | Algorithmique | Structures de données | Programmation orientée objet | Tests | Git | Développeur logiciel | Software Engineer | Développeur back-end","194","Publié"
"195","kotlin-swift-mobile","Kotlin / Swift (Mobile)","Langages & Paradigmes","Découvre Kotlin / Swift (Mobile) : une spécialité du numérique pour comprendre, explorer, comparer et construire ton parcours.","Ce domaine consiste à maîtrise des langages de programmation et des méthodes de conception logicielle. Il permet à l’élève de relier ses centres d’intérêt avec des métiers numériques concrets.","Important car la demande est moyenne au Maroc et haute à l’international, avec un impact de l’IA jugé moyen.","Aime coder | Aime comprendre les concepts | Est patient | Aime résoudre des problèmes abstraits","Informatique | Mathématiques | Anglais technique | Projet pratique","Algorithmique | Structures de données | Programmation orientée objet | Tests | Git | Architecture logicielle","Curiosité | Autonomie | Organisation | Communication | Esprit critique | Apprentissage continu","VS Code | Git | Java | Python | C++ | Docker | Flutter | React Native","Développeur mobile | Mobile App Developer | Développeur cross-platform","Apprendre un langage principal | Comprendre POO et structures de données | Résoudre des exercices | Créer un projet complet | Apprendre les bonnes pratiques","FST/EST Informatique | ENSA/ENSIAS/INPT | BTS DSI | Formations programmation","Certification débutant liée au domaine | Cours en ligne avec projet pratique | Portfolio personnel | Participation à hackathon/club informatique","Haute","Moyenne","Moyen à avancé","Fort","Moyen","4","5","3","3","3","5","6500","13000","15000","30000","Estimation pédagogique mensuelle en MAD, à vérifier et mettre à jour selon la ville, l’expérience, l’entreprise et l’année.","Bonnes perspectives d’apprentissage | Possibilité de créer des projets concrets | Compétences utiles dans plusieurs secteurs | Compatible avec le travail à distance | Possibilité de freelance","Nécessite une pratique régulière | Demande une veille technologique | Peut devenir difficile sans projets réels","Commence par les bases, réalise un petit projet lié à Kotlin / Swift (Mobile), puis documente ton travail dans un portfolio.","Créer une fiche de veille | Réaliser un mini-projet appliqué | Présenter le domaine à ses camarades | Comparer 3 métiers associés","Kotlin / Swift (Mobile) | Langages & Paradigmes | Algorithmique | Structures de données | Programmation orientée objet | Tests | Git | Développeur mobile | Mobile App Developer | Développeur cross-platform","195","Publié"
"196","dart-flutter-cross-platform","Dart / Flutter (Cross-Platform)","Langages & Paradigmes","Découvre Dart / Flutter (Cross-Platform) : une spécialité du numérique pour comprendre, explorer, comparer et construire ton parcours.","Ce domaine consiste à maîtrise des langages de programmation et des méthodes de conception logicielle. Il permet à l’élève de relier ses centres d’intérêt avec des métiers numériques concrets.","Important car la demande est haute au Maroc et haute à l’international, avec un impact de l’IA jugé moyen.","Aime coder | Aime comprendre les concepts | Est patient | Aime résoudre des problèmes abstraits","Informatique | Mathématiques | Anglais technique | Projet pratique","Algorithmique | Structures de données | Programmation orientée objet | Tests | Git | Architecture logicielle","Curiosité | Autonomie | Organisation | Communication | Esprit critique | Apprentissage continu","VS Code | Git | Java | Python | C++ | Docker | Flutter | React Native","Développeur mobile | Mobile App Developer | Développeur cross-platform","Apprendre un langage principal | Comprendre POO et structures de données | Résoudre des exercices | Créer un projet complet | Apprendre les bonnes pratiques","FST/EST Informatique | ENSA/ENSIAS/INPT | BTS DSI | Formations programmation","Certification débutant liée au domaine | Cours en ligne avec projet pratique | Portfolio personnel | Participation à hackathon/club informatique","Haute","Haute","Moyen à avancé","Très fort","Moyen","4","5","3","3","3","5","6500","13000","15000","30000","Estimation pédagogique mensuelle en MAD, à vérifier et mettre à jour selon la ville, l’expérience, l’entreprise et l’année.","Bonnes perspectives d’apprentissage | Possibilité de créer des projets concrets | Compétences utiles dans plusieurs secteurs | Compatible avec le travail à distance | Possibilité de freelance","Nécessite une pratique régulière | Demande une veille technologique | Peut devenir difficile sans projets réels","Commence par les bases, réalise un petit projet lié à Dart / Flutter (Cross-Platform), puis documente ton travail dans un portfolio.","Créer une fiche de veille | Réaliser un mini-projet appliqué | Présenter le domaine à ses camarades | Comparer 3 métiers associés","Dart / Flutter (Cross-Platform) | Langages & Paradigmes | Algorithmique | Structures de données | Programmation orientée objet | Tests | Git | Développeur mobile | Mobile App Developer | Développeur cross-platform","196","Publié"
"197","identite-numerique-e-kyc","Identité Numérique & e-KYC","Domaines Spéciaux","Découvre Identité Numérique & e-KYC : une spécialité du numérique pour comprendre, explorer, comparer et construire ton parcours.","Ce domaine consiste à domaines hybrides qui combinent l’informatique avec d’autres secteurs comme le droit, la santé, l’art, l’éducation ou la société. Il permet à l’élève de relier ses centres d’intérêt avec des métiers numériques concrets.","Important car la demande est haute au Maroc et haute à l’international, avec un impact de l’IA jugé moyen.","Aime relier plusieurs domaines | Est curieux | Aime aider les autres | Veut appliquer l’informatique dans un secteur concret","Informatique | Culture numérique | Français/communication | Projet pratique","Culture numérique | Analyse interdisciplinaire | Communication | Programmation de base | Veille | Éthique","Curiosité | Autonomie | Organisation | Communication | Esprit critique | Apprentissage continu","Python | Outils IA | Plateformes spécialisées | No-code | Tableaux de bord | Outils collaboratifs","Consultant numérique spécialisé | Analyste métier digital | Chef de projet innovation | Spécialiste domaine hybride | Formateur numérique","Choisir le secteur cible | Apprendre les bases informatiques | Étudier les besoins du domaine | Créer un projet appliqué | Développer une spécialisation progressive","Parcours universitaire lié au secteur | FST/EST informatique appliquée | Masters spécialisés | Certifications numériques","Certification débutant liée au domaine | Cours en ligne avec projet pratique | Portfolio personnel | Participation à hackathon/club informatique","Haute","Haute","Moyen","Très fort","Moyen","3","4","2","4","5","4","5500","11000","12000","24000","Estimation pédagogique mensuelle en MAD, à vérifier et mettre à jour selon la ville, l’expérience, l’entreprise et l’année.","Bonnes perspectives d’apprentissage | Possibilité de créer des projets concrets | Compétences utiles dans plusieurs secteurs | Compatible avec le travail à distance","Nécessite une pratique régulière | Demande une veille technologique | Peut devenir difficile sans projets réels","Commence par les bases, réalise un petit projet lié à Identité Numérique & e-KYC, puis documente ton travail dans un portfolio.","Créer une fiche de veille | Réaliser un mini-projet appliqué | Présenter le domaine à ses camarades | Comparer 3 métiers associés","Identité Numérique & e-KYC | Domaines Spéciaux | Culture numérique | Analyse interdisciplinaire | Communication | Programmation de base | Veille | Consultant numérique spécialisé | Analyste métier digital | Chef de projet innovation","197","Publié"
"198","accessibilite-web-inclusion-numerique","Accessibilité Web & Inclusion Numérique","Domaines Spéciaux","Découvre Accessibilité Web & Inclusion Numérique : une spécialité du numérique pour comprendre, explorer, comparer et construire ton parcours.","Ce domaine consiste à domaines hybrides qui combinent l’informatique avec d’autres secteurs comme le droit, la santé, l’art, l’éducation ou la société. Il permet à l’élève de relier ses centres d’intérêt avec des métiers numériques concrets.","Important car la demande est moyenne au Maroc et moyenne à l’international, avec un impact de l’IA jugé moyen.","Aime relier plusieurs domaines | Est curieux | Aime aider les autres | Veut appliquer l’informatique dans un secteur concret","Informatique | Culture numérique | Français/communication | Projet pratique","Culture numérique | Analyse interdisciplinaire | Communication | Programmation de base | Veille | Éthique","Curiosité | Autonomie | Organisation | Communication | Esprit critique | Apprentissage continu","Python | Outils IA | Plateformes spécialisées | No-code | Tableaux de bord | Outils collaboratifs","Consultant numérique spécialisé | Analyste métier digital | Chef de projet innovation | Spécialiste domaine hybride | Formateur numérique","Choisir le secteur cible | Apprendre les bases informatiques | Étudier les besoins du domaine | Créer un projet appliqué | Développer une spécialisation progressive","Parcours universitaire lié au secteur | FST/EST informatique appliquée | Masters spécialisés | Certifications numériques","Certification débutant liée au domaine | Cours en ligne avec projet pratique | Portfolio personnel | Participation à hackathon/club informatique","Moyenne","Moyenne","Moyen","Fort","Moyen","3","4","2","4","5","4","5000","10000","11000","22000","Estimation pédagogique mensuelle en MAD, à vérifier et mettre à jour selon la ville, l’expérience, l’entreprise et l’année.","Bonnes perspectives d’apprentissage | Possibilité de créer des projets concrets | Compétences utiles dans plusieurs secteurs | Compatible avec le travail à distance","Nécessite une pratique régulière | Demande une veille technologique | Peut devenir difficile sans projets réels","Commence par les bases, réalise un petit projet lié à Accessibilité Web & Inclusion Numérique, puis documente ton travail dans un portfolio.","Créer une fiche de veille | Réaliser un mini-projet appliqué | Présenter le domaine à ses camarades | Comparer 3 métiers associés","Accessibilité Web & Inclusion Numérique | Domaines Spéciaux | Culture numérique | Analyse interdisciplinaire | Communication | Programmation de base | Veille | Consultant numérique spécialisé | Analyste métier digital | Chef de projet innovation","198","Publié"
"199","open-source-contribution-communautaire","Open Source & Contribution Communautaire","Domaines Spéciaux","Découvre Open Source & Contribution Communautaire : une spécialité du numérique pour comprendre, explorer, comparer et construire ton parcours.","Ce domaine consiste à domaines hybrides qui combinent l’informatique avec d’autres secteurs comme le droit, la santé, l’art, l’éducation ou la société. Il permet à l’élève de relier ses centres d’intérêt avec des métiers numériques concrets.","Important car la demande est moyenne au Maroc et moyenne à l’international, avec un impact de l’IA jugé très fort.","Aime relier plusieurs domaines | Est curieux | Aime aider les autres | Veut appliquer l’informatique dans un secteur concret","Informatique | Culture numérique | Français/communication | Projet pratique","Culture numérique | Analyse interdisciplinaire | Communication | Programmation de base | Veille | Éthique","Curiosité | Autonomie | Organisation | Communication | Esprit critique | Apprentissage continu","Python | Outils IA | Plateformes spécialisées | No-code | Tableaux de bord | Outils collaboratifs","Consultant numérique spécialisé | Analyste métier digital | Chef de projet innovation | Spécialiste domaine hybride | Formateur numérique","Choisir le secteur cible | Apprendre les bases informatiques | Étudier les besoins du domaine | Créer un projet appliqué | Développer une spécialisation progressive","Parcours universitaire lié au secteur | FST/EST informatique appliquée | Masters spécialisés | Certifications numériques","Certification débutant liée au domaine | Cours en ligne avec projet pratique | Portfolio personnel | Participation à hackathon/club informatique","Moyenne","Moyenne","Moyen","Fort","Très fort","3","4","2","4","5","4","5000","10000","11000","22000","Estimation pédagogique mensuelle en MAD, à vérifier et mettre à jour selon la ville, l’expérience, l’entreprise et l’année.","Bonnes perspectives d’apprentissage | Possibilité de créer des projets concrets | Compétences utiles dans plusieurs secteurs | Compatible avec le travail à distance","Nécessite une pratique régulière | Demande une veille technologique | Peut devenir difficile sans projets réels","Commence par les bases, réalise un petit projet lié à Open Source & Contribution Communautaire, puis documente ton travail dans un portfolio.","Créer une fiche de veille | Réaliser un mini-projet appliqué | Présenter le domaine à ses camarades | Comparer 3 métiers associés","Open Source & Contribution Communautaire | Domaines Spéciaux | Culture numérique | Analyse interdisciplinaire | Communication | Programmation de base | Veille | Consultant numérique spécialisé | Analyste métier digital | Chef de projet innovation","199","Publié"
"200","informatique-durable-green-computing","Informatique Durable (Green Computing)","Domaines Spéciaux","Découvre Informatique Durable (Green Computing) : une spécialité du numérique pour comprendre, explorer, comparer et construire ton parcours.","Ce domaine consiste à domaines hybrides qui combinent l’informatique avec d’autres secteurs comme le droit, la santé, l’art, l’éducation ou la société. Il permet à l’élève de relier ses centres d’intérêt avec des métiers numériques concrets.","Important car la demande est moyenne au Maroc et haute à l’international, avec un impact de l’IA jugé moyen.","Aime relier plusieurs domaines | Est curieux | Aime aider les autres | Veut appliquer l’informatique dans un secteur concret","Informatique | Culture numérique | Français/communication | Projet pratique","Culture numérique | Analyse interdisciplinaire | Communication | Programmation de base | Veille | Éthique","Curiosité | Autonomie | Organisation | Communication | Esprit critique | Apprentissage continu","Python | Outils IA | Plateformes spécialisées | No-code | Tableaux de bord | Outils collaboratifs","Consultant numérique spécialisé | Analyste métier digital | Chef de projet innovation | Spécialiste domaine hybride | Formateur numérique","Choisir le secteur cible | Apprendre les bases informatiques | Étudier les besoins du domaine | Créer un projet appliqué | Développer une spécialisation progressive","Parcours universitaire lié au secteur | FST/EST informatique appliquée | Masters spécialisés | Certifications numériques","Certification débutant liée au domaine | Cours en ligne avec projet pratique | Portfolio personnel | Participation à hackathon/club informatique","Haute","Moyenne","Moyen","Fort","Moyen","3","4","2","4","5","4","5500","11000","12000","24000","Estimation pédagogique mensuelle en MAD, à vérifier et mettre à jour selon la ville, l’expérience, l’entreprise et l’année.","Bonnes perspectives d’apprentissage | Possibilité de créer des projets concrets | Compétences utiles dans plusieurs secteurs | Compatible avec le travail à distance","Nécessite une pratique régulière | Demande une veille technologique | Peut devenir difficile sans projets réels","Commence par les bases, réalise un petit projet lié à Informatique Durable (Green Computing), puis documente ton travail dans un portfolio.","Créer une fiche de veille | Réaliser un mini-projet appliqué | Présenter le domaine à ses camarades | Comparer 3 métiers associés","Informatique Durable (Green Computing) | Domaines Spéciaux | Culture numérique | Analyse interdisciplinaire | Communication | Programmation de base | Veille | Consultant numérique spécialisé | Analyste métier digital | Chef de projet innovation","200","Publié"
